# entropy density for QED , [dp^{(n)}/dT] = MeV^3 (n = order of perturbative correction)
# results from Escudero, Jackson, Laine and Sandner ArXiv:2511.04747 with me = 0.51099895 MeV, alpha = 1/137.035999084
# columns: T_ga [MeV],   dp^{(0)}/dT,   dp^{(2)non-log}/dT,   dp^{(2)log}/dT,   dp^{(3)}/dT,   dp^{(4)}/dT,   dp^{(5)}/dT
 5.893912640674e-03   +1.796214948411e-07   -7.4508e-45   +4.9168e-80   +1.9978e-61   -2.4079e-12   -3.1888e-13
 5.899212527156e-03   +1.801064849697e-07   -8.0656e-45   +5.7457e-80   +2.2450e-61   -2.4144e-12   -3.1975e-13
 5.904517179369e-03   +1.805927846044e-07   -8.7304e-45   +6.7133e-80   +2.5225e-61   -2.4209e-12   -3.2061e-13
 5.909826601597e-03   +1.810803972808e-07   -9.4494e-45   +7.8429e-80   +2.8340e-61   -2.4274e-12   -3.2147e-13
 5.915140798130e-03   +1.815693265443e-07   -1.0227e-44   +9.1612e-80   +3.1837e-61   -2.4340e-12   -3.2234e-13
 5.920459773261e-03   +1.820595759497e-07   -1.1068e-44   +1.0700e-79   +3.5761e-61   -2.4405e-12   -3.2321e-13
 5.925783531286e-03   +1.825511490614e-07   -1.1976e-44   +1.2495e-79   +4.0165e-61   -2.4471e-12   -3.2408e-13
 5.931112076507e-03   +1.830440494537e-07   -1.2959e-44   +1.4589e-79   +4.5106e-61   -2.4537e-12   -3.2496e-13
 5.936445413229e-03   +1.835382807103e-07   -1.4022e-44   +1.7032e-79   +5.0650e-61   -2.4604e-12   -3.2584e-13
 5.941783545760e-03   +1.840338464244e-07   -1.5170e-44   +1.9880e-79   +5.6869e-61   -2.4670e-12   -3.2672e-13
 5.947126478412e-03   +1.845307501994e-07   -1.6411e-44   +2.3203e-79   +6.3845e-61   -2.4737e-12   -3.2760e-13
 5.952474215502e-03   +1.850289956481e-07   -1.7753e-44   +2.7077e-79   +7.1670e-61   -2.4803e-12   -3.2848e-13
 5.957826761350e-03   +1.855285863929e-07   -1.9203e-44   +3.1593e-79   +8.0445e-61   -2.4870e-12   -3.2937e-13
 5.963184120280e-03   +1.860295260665e-07   -2.0770e-44   +3.6857e-79   +9.0285e-61   -2.4937e-12   -3.3026e-13
 5.968546296620e-03   +1.865318183108e-07   -2.2463e-44   +4.2993e-79   +1.0132e-60   -2.5005e-12   -3.3115e-13
 5.973913294702e-03   +1.870354667781e-07   -2.4293e-44   +5.0142e-79   +1.1369e-60   -2.5072e-12   -3.3205e-13
 5.979285118862e-03   +1.875404751301e-07   -2.6270e-44   +5.8474e-79   +1.2756e-60   -2.5140e-12   -3.3294e-13
 5.984661773439e-03   +1.880468470387e-07   -2.8406e-44   +6.8179e-79   +1.4310e-60   -2.5208e-12   -3.3384e-13
 5.990043262777e-03   +1.885545861855e-07   -3.0713e-44   +7.9485e-79   +1.6052e-60   -2.5276e-12   -3.3474e-13
 5.995429591224e-03   +1.890636962622e-07   -3.3206e-44   +9.2653e-79   +1.8004e-60   -2.5344e-12   -3.3565e-13
 6.000820763130e-03   +1.895741809703e-07   -3.5898e-44   +1.0799e-78   +2.0192e-60   -2.5413e-12   -3.3655e-13
 6.006216782852e-03   +1.900860440216e-07   -3.8806e-44   +1.2584e-78   +2.2643e-60   -2.5481e-12   -3.3746e-13
 6.011617654748e-03   +1.905992891375e-07   -4.1946e-44   +1.4663e-78   +2.5390e-60   -2.5550e-12   -3.3837e-13
 6.017023383181e-03   +1.911139200498e-07   -4.5338e-44   +1.7083e-78   +2.8466e-60   -2.5619e-12   -3.3929e-13
 6.022433972520e-03   +1.916299405003e-07   -4.9000e-44   +1.9899e-78   +3.1911e-60   -2.5688e-12   -3.4020e-13
 6.027849427133e-03   +1.921473542406e-07   -5.2955e-44   +2.3176e-78   +3.5771e-60   -2.5758e-12   -3.4112e-13
 6.033269751398e-03   +1.926661650330e-07   -5.7225e-44   +2.6990e-78   +4.0092e-60   -2.5827e-12   -3.4204e-13
 6.038694949691e-03   +1.931863766493e-07   -6.1835e-44   +3.1426e-78   +4.4932e-60   -2.5897e-12   -3.4297e-13
 6.044125026397e-03   +1.937079928721e-07   -6.6812e-44   +3.6587e-78   +5.0350e-60   -2.5967e-12   -3.4389e-13
 6.049559985902e-03   +1.942310174938e-07   -7.2185e-44   +4.2590e-78   +5.6416e-60   -2.6037e-12   -3.4482e-13
 6.054999832596e-03   +1.947554543172e-07   -7.7984e-44   +4.9571e-78   +6.3206e-60   -2.6107e-12   -3.4575e-13
 6.060444570875e-03   +1.952813071553e-07   -8.4243e-44   +5.7688e-78   +7.0806e-60   -2.6178e-12   -3.4669e-13
 6.065894205136e-03   +1.958085798314e-07   -9.0999e-44   +6.7125e-78   +7.9311e-60   -2.6248e-12   -3.4762e-13
 6.071348739783e-03   +1.963372761793e-07   -9.8290e-44   +7.8096e-78   +8.8830e-60   -2.6319e-12   -3.4856e-13
 6.076808179221e-03   +1.968674000429e-07   -1.0616e-43   +9.0847e-78   +9.9481e-60   -2.6390e-12   -3.4950e-13
 6.082272527862e-03   +1.973989552767e-07   -1.1465e-43   +1.0567e-77   +1.1140e-59   -2.6462e-12   -3.5044e-13
 6.087741790119e-03   +1.979319457453e-07   -1.2381e-43   +1.2288e-77   +1.2473e-59   -2.6533e-12   -3.5139e-13
 6.093215970412e-03   +1.984663753241e-07   -1.3369e-43   +1.4289e-77   +1.3964e-59   -2.6605e-12   -3.5234e-13
 6.098695073161e-03   +1.990022478988e-07   -1.4435e-43   +1.6613e-77   +1.5632e-59   -2.6676e-12   -3.5329e-13
 6.104179102795e-03   +1.995395673655e-07   -1.5585e-43   +1.9312e-77   +1.7497e-59   -2.6749e-12   -3.5424e-13
 6.109668063743e-03   +2.000783376309e-07   -1.6826e-43   +2.2447e-77   +1.9583e-59   -2.6821e-12   -3.5520e-13
 6.115161960439e-03   +2.006185626123e-07   -1.8164e-43   +2.6087e-77   +2.1916e-59   -2.6893e-12   -3.5616e-13
 6.120660797322e-03   +2.011602462375e-07   -1.9608e-43   +3.0314e-77   +2.4524e-59   -2.6966e-12   -3.5712e-13
 6.126164578834e-03   +2.017033924450e-07   -2.1164e-43   +3.5220e-77   +2.7439e-59   -2.7039e-12   -3.5809e-13
 6.131673309421e-03   +2.022480051838e-07   -2.2843e-43   +4.0916e-77   +3.0698e-59   -2.7112e-12   -3.5905e-13
 6.137186993534e-03   +2.027940884136e-07   -2.4653e-43   +4.7525e-77   +3.4340e-59   -2.7185e-12   -3.6002e-13
 6.142705635626e-03   +2.033416461050e-07   -2.6605e-43   +5.5195e-77   +3.8411e-59   -2.7258e-12   -3.6099e-13
 6.148229240157e-03   +2.038906822389e-07   -2.8709e-43   +6.4095e-77   +4.2960e-59   -2.7332e-12   -3.6197e-13
 6.153757811588e-03   +2.044412008074e-07   -3.0978e-43   +7.4419e-77   +4.8043e-59   -2.7406e-12   -3.6295e-13
 6.159291354385e-03   +2.049932058131e-07   -3.3424e-43   +8.6394e-77   +5.3721e-59   -2.7480e-12   -3.6393e-13
 6.164829873020e-03   +2.055467012695e-07   -3.6060e-43   +1.0028e-76   +6.0065e-59   -2.7554e-12   -3.6491e-13
 6.170373371966e-03   +2.061016912009e-07   -3.8902e-43   +1.1639e-76   +6.7151e-59   -2.7628e-12   -3.6589e-13
 6.175921855702e-03   +2.066581796424e-07   -4.1965e-43   +1.3506e-76   +7.5066e-59   -2.7703e-12   -3.6688e-13
 6.181475328709e-03   +2.072161706402e-07   -4.5267e-43   +1.5672e-76   +8.3906e-59   -2.7778e-12   -3.6787e-13
 6.187033795476e-03   +2.077756682513e-07   -4.8824e-43   +1.8181e-76   +9.3776e-59   -2.7853e-12   -3.6887e-13
 6.192597260491e-03   +2.083366765436e-07   -5.2658e-43   +2.1090e-76   +1.0480e-58   -2.7928e-12   -3.6986e-13
 6.198165728250e-03   +2.088991995960e-07   -5.6789e-43   +2.4461e-76   +1.1710e-58   -2.8003e-12   -3.7086e-13
 6.203739203251e-03   +2.094632414986e-07   -6.1240e-43   +2.8367e-76   +1.3084e-58   -2.8079e-12   -3.7186e-13
 6.209317689996e-03   +2.100288063522e-07   -6.6035e-43   +3.2892e-76   +1.4617e-58   -2.8155e-12   -3.7287e-13
 6.214901192993e-03   +2.105958982691e-07   -7.1201e-43   +3.8134e-76   +1.6329e-58   -2.8231e-12   -3.7387e-13
 6.220489716752e-03   +2.111645213722e-07   -7.6766e-43   +4.4206e-76   +1.8239e-58   -2.8307e-12   -3.7488e-13
 6.226083265787e-03   +2.117346797961e-07   -8.2761e-43   +5.1237e-76   +2.0370e-58   -2.8383e-12   -3.7589e-13
 6.231681844617e-03   +2.123063776861e-07   -8.9218e-43   +5.9379e-76   +2.2748e-58   -2.8460e-12   -3.7691e-13
 6.237285457766e-03   +2.128796191988e-07   -9.6172e-43   +6.8806e-76   +2.5402e-58   -2.8537e-12   -3.7793e-13
 6.242894109761e-03   +2.134544085023e-07   -1.0366e-42   +7.9719e-76   +2.8362e-58   -2.8614e-12   -3.7895e-13
 6.248507805131e-03   +2.140307497756e-07   -1.1173e-42   +9.2350e-76   +3.1664e-58   -2.8691e-12   -3.7997e-13
 6.254126548413e-03   +2.146086472091e-07   -1.2041e-42   +1.0697e-75   +3.5346e-58   -2.8768e-12   -3.8100e-13
 6.259750344145e-03   +2.151881050045e-07   -1.2976e-42   +1.2388e-75   +3.9453e-58   -2.8846e-12   -3.8202e-13
 6.265379196871e-03   +2.157691273751e-07   -1.3983e-42   +1.4346e-75   +4.4033e-58   -2.8924e-12   -3.8306e-13
 6.271013111137e-03   +2.163517185451e-07   -1.5067e-42   +1.6610e-75   +4.9140e-58   -2.9002e-12   -3.8409e-13
 6.276652091497e-03   +2.169358827506e-07   -1.6234e-42   +1.9229e-75   +5.4834e-58   -2.9080e-12   -3.8513e-13
 6.282296142504e-03   +2.175216242387e-07   -1.7490e-42   +2.2259e-75   +6.1181e-58   -2.9159e-12   -3.8617e-13
 6.287945268718e-03   +2.181089472682e-07   -1.8842e-42   +2.5762e-75   +6.8256e-58   -2.9238e-12   -3.8721e-13
 6.293599474704e-03   +2.186978561095e-07   -2.0298e-42   +2.9812e-75   +7.6142e-58   -2.9317e-12   -3.8826e-13
 6.299258765029e-03   +2.192883550443e-07   -2.1864e-42   +3.4495e-75   +8.4931e-58   -2.9396e-12   -3.8930e-13
 6.304923144265e-03   +2.198804483660e-07   -2.3550e-42   +3.9908e-75   +9.4725e-58   -2.9475e-12   -3.9036e-13
 6.310592616988e-03   +2.204741403795e-07   -2.5364e-42   +4.6165e-75   +1.0564e-57   -2.9555e-12   -3.9141e-13
 6.316267187777e-03   +2.210694354015e-07   -2.7316e-42   +5.3395e-75   +1.1780e-57   -2.9635e-12   -3.9247e-13
 6.321946861218e-03   +2.216663377600e-07   -2.9416e-42   +6.1750e-75   +1.3134e-57   -2.9715e-12   -3.9353e-13
 6.327631641899e-03   +2.222648517951e-07   -3.1675e-42   +7.1403e-75   +1.4643e-57   -2.9795e-12   -3.9459e-13
 6.333321534412e-03   +2.228649818584e-07   -3.4106e-42   +8.2554e-75   +1.6324e-57   -2.9875e-12   -3.9565e-13
 6.339016543354e-03   +2.234667323133e-07   -3.6721e-42   +9.5434e-75   +1.8195e-57   -2.9956e-12   -3.9672e-13
 6.344716673325e-03   +2.240701075349e-07   -3.9534e-42   +1.1031e-74   +2.0280e-57   -3.0037e-12   -3.9779e-13
 6.350421928931e-03   +2.246751119102e-07   -4.2560e-42   +1.2749e-74   +2.2600e-57   -3.0118e-12   -3.9887e-13
 6.356132314780e-03   +2.252817498381e-07   -4.5814e-42   +1.4732e-74   +2.5184e-57   -3.0199e-12   -3.9995e-13
 6.361847835486e-03   +2.258900257292e-07   -4.9314e-42   +1.7022e-74   +2.8061e-57   -3.0281e-12   -4.0103e-13
 6.367568495666e-03   +2.264999440062e-07   -5.3078e-42   +1.9664e-74   +3.1264e-57   -3.0363e-12   -4.0211e-13
 6.373294299941e-03   +2.271115091036e-07   -5.7126e-42   +2.2715e-74   +3.4828e-57   -3.0445e-12   -4.0319e-13
 6.379025252938e-03   +2.277247254679e-07   -6.1478e-42   +2.6235e-74   +3.8795e-57   -3.0527e-12   -4.0428e-13
 6.384761359285e-03   +2.283395975577e-07   -6.6157e-42   +3.0296e-74   +4.3209e-57   -3.0609e-12   -4.0537e-13
 6.390502623618e-03   +2.289561298435e-07   -7.1188e-42   +3.4982e-74   +4.8122e-57   -3.0692e-12   -4.0647e-13
 6.396249050573e-03   +2.295743268080e-07   -7.6597e-42   +4.0388e-74   +5.3587e-57   -3.0775e-12   -4.0756e-13
 6.402000644794e-03   +2.301941929459e-07   -8.2411e-42   +4.6622e-74   +5.9668e-57   -3.0858e-12   -4.0867e-13
 6.407757410927e-03   +2.308157327642e-07   -8.8661e-42   +5.3813e-74   +6.6432e-57   -3.0941e-12   -4.0977e-13
 6.413519353622e-03   +2.314389507817e-07   -9.5379e-42   +6.2104e-74   +7.3955e-57   -3.1025e-12   -4.1088e-13
 6.419286477534e-03   +2.320638515299e-07   -1.0260e-41   +7.1663e-74   +8.2323e-57   -3.1108e-12   -4.1198e-13
 6.425058787323e-03   +2.326904395522e-07   -1.1036e-41   +8.2684e-74   +9.1629e-57   -3.1192e-12   -4.1310e-13
 6.430836287652e-03   +2.333187194043e-07   -1.1870e-41   +9.5386e-74   +1.0198e-56   -3.1277e-12   -4.1421e-13
 6.436618983187e-03   +2.339486956543e-07   -1.2766e-41   +1.1003e-73   +1.1348e-56   -3.1361e-12   -4.1533e-13
 6.442406878601e-03   +2.345803728826e-07   -1.3729e-41   +1.2690e-73   +1.2627e-56   -3.1446e-12   -4.1645e-13
 6.448199978569e-03   +2.352137556820e-07   -1.4763e-41   +1.4634e-73   +1.4049e-56   -3.1531e-12   -4.1758e-13
 6.453998287771e-03   +2.358488486575e-07   -1.5875e-41   +1.6873e-73   +1.5630e-56   -3.1616e-12   -4.1870e-13
 6.459801810893e-03   +2.364856564269e-07   -1.7069e-41   +1.9453e-73   +1.7387e-56   -3.1701e-12   -4.1983e-13
 6.465610552621e-03   +2.371241836200e-07   -1.8351e-41   +2.2424e-73   +1.9339e-56   -3.1787e-12   -4.2097e-13
 6.471424517648e-03   +2.377644348796e-07   -1.9729e-41   +2.5846e-73   +2.1509e-56   -3.1873e-12   -4.2210e-13
 6.477243710673e-03   +2.384064148607e-07   -2.1209e-41   +2.9786e-73   +2.3919e-56   -3.1959e-12   -4.2324e-13
 6.483068136395e-03   +2.390501282310e-07   -2.2798e-41   +3.4323e-73   +2.6598e-56   -3.2045e-12   -4.2439e-13
 6.488897799519e-03   +2.396955796707e-07   -2.4505e-41   +3.9545e-73   +2.9573e-56   -3.2131e-12   -4.2553e-13
 6.494732704756e-03   +2.403427738727e-07   -2.6339e-41   +4.5556e-73   +3.2878e-56   -3.2218e-12   -4.2668e-13
 6.500572856820e-03   +2.409917155427e-07   -2.8307e-41   +5.2474e-73   +3.6549e-56   -3.2305e-12   -4.2784e-13
 6.506418260427e-03   +2.416424093989e-07   -3.0421e-41   +6.0435e-73   +4.0626e-56   -3.2392e-12   -4.2899e-13
 6.512268920302e-03   +2.422948601722e-07   -3.2690e-41   +6.9595e-73   +4.5154e-56   -3.2480e-12   -4.3015e-13
 6.518124841169e-03   +2.429490726066e-07   -3.5127e-41   +8.0134e-73   +5.0181e-56   -3.2568e-12   -4.3131e-13
 6.523986027760e-03   +2.436050514586e-07   -3.7742e-41   +9.2256e-73   +5.5763e-56   -3.2655e-12   -4.3247e-13
 6.529852484809e-03   +2.442628014977e-07   -4.0550e-41   +1.0620e-72   +6.1960e-56   -3.2744e-12   -4.3364e-13
 6.535724217057e-03   +2.449223275061e-07   -4.3564e-41   +1.2223e-72   +6.8838e-56   -3.2832e-12   -4.3481e-13
 6.541601229246e-03   +2.455836342792e-07   -4.6800e-41   +1.4067e-72   +7.6474e-56   -3.2921e-12   -4.3599e-13
 6.547483526125e-03   +2.462467266251e-07   -5.0272e-41   +1.6187e-72   +8.4947e-56   -3.3010e-12   -4.3716e-13
 6.553371112445e-03   +2.469116093650e-07   -5.3998e-41   +1.8624e-72   +9.4352e-56   -3.3099e-12   -4.3834e-13
 6.559263992963e-03   +2.475782873330e-07   -5.7997e-41   +2.1425e-72   +1.0479e-55   -3.3188e-12   -4.3953e-13
 6.565162172439e-03   +2.482467653764e-07   -6.2289e-41   +2.4645e-72   +1.1637e-55   -3.3278e-12   -4.4072e-13
 6.571065655639e-03   +2.489170483555e-07   -6.6893e-41   +2.8344e-72   +1.2921e-55   -3.3368e-12   -4.4191e-13
 6.576974447331e-03   +2.495891411438e-07   -7.1834e-41   +3.2595e-72   +1.4346e-55   -3.3458e-12   -4.4310e-13
 6.582888552289e-03   +2.502630486279e-07   -7.7134e-41   +3.7479e-72   +1.5927e-55   -3.3548e-12   -4.4429e-13
 6.588807975290e-03   +2.509387757076e-07   -8.2820e-41   +4.3089e-72   +1.7680e-55   -3.3639e-12   -4.4549e-13
 6.594732721118e-03   +2.516163272958e-07   -8.8920e-41   +4.9532e-72   +1.9624e-55   -3.3730e-12   -4.4670e-13
 6.600662794557e-03   +2.522957083190e-07   -9.5464e-41   +5.6932e-72   +2.1781e-55   -3.3821e-12   -4.4790e-13
 6.606598200399e-03   +2.529769237167e-07   -1.0248e-40   +6.5429e-72   +2.4171e-55   -3.3912e-12   -4.4911e-13
 6.612538943439e-03   +2.536599784418e-07   -1.1001e-40   +7.5185e-72   +2.6822e-55   -3.4003e-12   -4.5033e-13
 6.618485028476e-03   +2.543448774606e-07   -1.1808e-40   +8.6385e-72   +2.9760e-55   -3.4095e-12   -4.5154e-13
 6.624436460314e-03   +2.550316257529e-07   -1.2674e-40   +9.9241e-72   +3.3018e-55   -3.4187e-12   -4.5276e-13
 6.630393243760e-03   +2.557202283118e-07   -1.3602e-40   +1.1400e-71   +3.6628e-55   -3.4280e-12   -4.5398e-13
 6.636355383627e-03   +2.564106901440e-07   -1.4598e-40   +1.3093e-71   +4.0630e-55   -3.4372e-12   -4.5521e-13
 6.642322884731e-03   +2.571030162697e-07   -1.5665e-40   +1.5036e-71   +4.5064e-55   -3.4465e-12   -4.5644e-13
 6.648295751893e-03   +2.577972117224e-07   -1.6810e-40   +1.7265e-71   +4.9978e-55   -3.4558e-12   -4.5767e-13
 6.654273989939e-03   +2.584932815497e-07   -1.8037e-40   +1.9822e-71   +5.5422e-55   -3.4651e-12   -4.5890e-13
 6.660257603698e-03   +2.591912308123e-07   -1.9352e-40   +2.2755e-71   +6.1454e-55   -3.4745e-12   -4.6014e-13
 6.666246598004e-03   +2.598910645849e-07   -2.0762e-40   +2.6118e-71   +6.8136e-55   -3.4839e-12   -4.6139e-13
 6.672240977695e-03   +2.605927879558e-07   -2.2273e-40   +2.9975e-71   +7.5537e-55   -3.4933e-12   -4.6263e-13
 6.678240747614e-03   +2.612964060271e-07   -2.3893e-40   +3.4398e-71   +8.3735e-55   -3.5027e-12   -4.6388e-13
 6.684245912608e-03   +2.620019239145e-07   -2.5628e-40   +3.9468e-71   +9.2814e-55   -3.5122e-12   -4.6513e-13
 6.690256477528e-03   +2.627093467478e-07   -2.7489e-40   +4.5280e-71   +1.0287e-54   -3.5217e-12   -4.6639e-13
 6.696272447229e-03   +2.634186796703e-07   -2.9482e-40   +5.1941e-71   +1.1400e-54   -3.5312e-12   -4.6765e-13
 6.702293826573e-03   +2.641299278394e-07   -3.1618e-40   +5.9575e-71   +1.2632e-54   -3.5407e-12   -4.6891e-13
 6.708320620423e-03   +2.648430964265e-07   -3.3907e-40   +6.8323e-71   +1.3997e-54   -3.5503e-12   -4.7018e-13
 6.714352833647e-03   +2.655581906168e-07   -3.6359e-40   +7.8345e-71   +1.5507e-54   -3.5598e-12   -4.7145e-13
 6.720390471120e-03   +2.662752156095e-07   -3.8987e-40   +8.9826e-71   +1.7179e-54   -3.5694e-12   -4.7272e-13
 6.726433537719e-03   +2.669941766180e-07   -4.1801e-40   +1.0298e-70   +1.9029e-54   -3.5791e-12   -4.7400e-13
 6.732482038326e-03   +2.677150788696e-07   -4.4816e-40   +1.1804e-70   +2.1077e-54   -3.5888e-12   -4.7528e-13
 6.738535977827e-03   +2.684379276058e-07   -4.8045e-40   +1.3529e-70   +2.3343e-54   -3.5984e-12   -4.7656e-13
 6.744595361112e-03   +2.691627280823e-07   -5.1504e-40   +1.5504e-70   +2.5850e-54   -3.6082e-12   -4.7785e-13
 6.750660193078e-03   +2.698894855689e-07   -5.5209e-40   +1.7765e-70   +2.8623e-54   -3.6179e-12   -4.7914e-13
 6.756730478623e-03   +2.706182053496e-07   -5.9177e-40   +2.0353e-70   +3.1692e-54   -3.6277e-12   -4.8043e-13
 6.762806222651e-03   +2.713488927227e-07   -6.3425e-40   +2.3316e-70   +3.5086e-54   -3.6375e-12   -4.8173e-13
 6.768887430071e-03   +2.720815530010e-07   -6.7975e-40   +2.6707e-70   +3.8840e-54   -3.6473e-12   -4.8303e-13
 6.774974105796e-03   +2.728161915113e-07   -7.2846e-40   +3.0587e-70   +4.2991e-54   -3.6571e-12   -4.8433e-13
 6.781066254742e-03   +2.735528135951e-07   -7.8062e-40   +3.5027e-70   +4.7582e-54   -3.6670e-12   -4.8564e-13
 6.787163881831e-03   +2.742914246081e-07   -8.3647e-40   +4.0106e-70   +5.2659e-54   -3.6769e-12   -4.8695e-13
 6.793266991990e-03   +2.750320299206e-07   -8.9625e-40   +4.5916e-70   +5.8272e-54   -3.6868e-12   -4.8827e-13
 6.799375590149e-03   +2.757746349172e-07   -9.6025e-40   +5.2561e-70   +6.4477e-54   -3.6968e-12   -4.8958e-13
 6.805489681242e-03   +2.765192449974e-07   -1.0288e-39   +6.0161e-70   +7.1337e-54   -3.7068e-12   -4.9091e-13
 6.811609270209e-03   +2.772658655749e-07   -1.1021e-39   +6.8851e-70   +7.8919e-54   -3.7168e-12   -4.9223e-13
 6.817734361994e-03   +2.780145020782e-07   -1.1806e-39   +7.8787e-70   +8.7299e-54   -3.7268e-12   -4.9356e-13
 6.823864961545e-03   +2.787651599504e-07   -1.2645e-39   +9.0146e-70   +9.6561e-54   -3.7369e-12   -4.9489e-13
 6.830001073814e-03   +2.795178446495e-07   -1.3544e-39   +1.0313e-69   +1.0679e-53   -3.7470e-12   -4.9623e-13
 6.836142703759e-03   +2.802725616479e-07   -1.4506e-39   +1.1797e-69   +1.1810e-53   -3.7571e-12   -4.9757e-13
 6.842289856341e-03   +2.810293164331e-07   -1.5535e-39   +1.3493e-69   +1.3060e-53   -3.7672e-12   -4.9891e-13
 6.848442536527e-03   +2.817881145071e-07   -1.6637e-39   +1.5431e-69   +1.4440e-53   -3.7774e-12   -5.0026e-13
 6.854600749286e-03   +2.825489613869e-07   -1.7815e-39   +1.7645e-69   +1.5964e-53   -3.7876e-12   -5.0161e-13
 6.860764499594e-03   +2.833118626046e-07   -1.9076e-39   +2.0174e-69   +1.7648e-53   -3.7978e-12   -5.0297e-13
 6.866933792430e-03   +2.840768237069e-07   -2.0424e-39   +2.3063e-69   +1.9508e-53   -3.8081e-12   -5.0432e-13
 6.873108632779e-03   +2.848438502557e-07   -2.1867e-39   +2.6363e-69   +2.1562e-53   -3.8184e-12   -5.0569e-13
 6.879289025628e-03   +2.856129478279e-07   -2.3410e-39   +3.0131e-69   +2.3831e-53   -3.8287e-12   -5.0705e-13
 6.885474975970e-03   +2.863841220152e-07   -2.5060e-39   +3.4434e-69   +2.6335e-53   -3.8390e-12   -5.0842e-13
 6.891666488803e-03   +2.871573784248e-07   -2.6825e-39   +3.9346e-69   +2.9100e-53   -3.8494e-12   -5.0979e-13
 6.897863569128e-03   +2.879327226787e-07   -2.8713e-39   +4.4954e-69   +3.2152e-53   -3.8598e-12   -5.1117e-13
 6.904066221953e-03   +2.887101604143e-07   -3.0732e-39   +5.1354e-69   +3.5521e-53   -3.8702e-12   -5.1255e-13
 6.910274452288e-03   +2.894896972842e-07   -3.2891e-39   +5.8660e-69   +3.9240e-53   -3.8806e-12   -5.1393e-13
 6.916488265147e-03   +2.902713389560e-07   -3.5199e-39   +6.6996e-69   +4.3344e-53   -3.8911e-12   -5.1532e-13
 6.922707665552e-03   +2.910550911130e-07   -3.7667e-39   +7.6507e-69   +4.7873e-53   -3.9016e-12   -5.1671e-13
 6.928932658526e-03   +2.918409594536e-07   -4.0306e-39   +8.7359e-69   +5.2871e-53   -3.9122e-12   -5.1811e-13
 6.935163249099e-03   +2.926289496916e-07   -4.3127e-39   +9.9738e-69   +5.8385e-53   -3.9227e-12   -5.1951e-13
 6.941399442304e-03   +2.934190675564e-07   -4.6143e-39   +1.1386e-68   +6.4469e-53   -3.9333e-12   -5.2091e-13
 6.947641243178e-03   +2.942113187925e-07   -4.9366e-39   +1.2996e-68   +7.1180e-53   -3.9439e-12   -5.2232e-13
 6.953888656765e-03   +2.950057091603e-07   -5.2812e-39   +1.4832e-68   +7.8583e-53   -3.9546e-12   -5.2373e-13
 6.960141688111e-03   +2.958022444356e-07   -5.6495e-39   +1.6926e-68   +8.6747e-53   -3.9653e-12   -5.2514e-13
 6.966400342268e-03   +2.966009304098e-07   -6.0431e-39   +1.9313e-68   +9.5752e-53   -3.9760e-12   -5.2656e-13
 6.972664624292e-03   +2.974017728898e-07   -6.4638e-39   +2.2034e-68   +1.0568e-52   -3.9867e-12   -5.2798e-13
 6.978934539244e-03   +2.982047776985e-07   -6.9133e-39   +2.5136e-68   +1.1663e-52   -3.9975e-12   -5.2941e-13
 6.985210092189e-03   +2.990099506742e-07   -7.3937e-39   +2.8670e-68   +1.2870e-52   -4.0083e-12   -5.3084e-13
 6.991491288196e-03   +2.998172976711e-07   -7.9070e-39   +3.2698e-68   +1.4201e-52   -4.0191e-12   -5.3227e-13
 6.997778132340e-03   +3.006268245593e-07   -8.4554e-39   +3.7287e-68   +1.5669e-52   -4.0299e-12   -5.3370e-13
 7.004070629700e-03   +3.014385372246e-07   -9.0413e-39   +4.2515e-68   +1.7286e-52   -4.0408e-12   -5.3515e-13
 7.010368785359e-03   +3.022524415688e-07   -9.6672e-39   +4.8471e-68   +1.9068e-52   -4.0517e-12   -5.3659e-13
 7.016672604406e-03   +3.030685435094e-07   -1.0336e-38   +5.5254e-68   +2.1033e-52   -4.0627e-12   -5.3804e-13
 7.022982091932e-03   +3.038868489803e-07   -1.1050e-38   +6.2980e-68   +2.3198e-52   -4.0736e-12   -5.3949e-13
 7.029297253036e-03   +3.047073639310e-07   -1.1813e-38   +7.1777e-68   +2.5583e-52   -4.0846e-12   -5.4095e-13
 7.035618092819e-03   +3.055300943273e-07   -1.2628e-38   +8.1793e-68   +2.8211e-52   -4.0957e-12   -5.4241e-13
 7.041944616386e-03   +3.063550461510e-07   -1.3498e-38   +9.3196e-68   +3.1107e-52   -4.1067e-12   -5.4388e-13
 7.048276828850e-03   +3.071822254003e-07   -1.4428e-38   +1.0618e-67   +3.4296e-52   -4.1178e-12   -5.4534e-13
 7.054614735325e-03   +3.080116380891e-07   -1.5420e-38   +1.2095e-67   +3.7810e-52   -4.1289e-12   -5.4682e-13
 7.060958340933e-03   +3.088432902481e-07   -1.6480e-38   +1.3776e-67   +4.1679e-52   -4.1401e-12   -5.4829e-13
 7.067307650796e-03   +3.096771879239e-07   -1.7611e-38   +1.5690e-67   +4.5941e-52   -4.1513e-12   -5.4977e-13
 7.073662670046e-03   +3.105133371796e-07   -1.8820e-38   +1.7866e-67   +5.0634e-52   -4.1625e-12   -5.5126e-13
 7.080023403815e-03   +3.113517440946e-07   -2.0110e-38   +2.0343e-67   +5.5801e-52   -4.1737e-12   -5.5275e-13
 7.086389857243e-03   +3.121924147646e-07   -2.1487e-38   +2.3160e-67   +6.1490e-52   -4.1850e-12   -5.5424e-13
