# Standard Model Evoultion for 1 keV < T < 10 MeV as calculated in 2001.04466 
# Includes NLO-QED thermal corrections, and the electron mass and spin-statistics in the collision terms
# Neff          = 3.04483     
# O_nu/mnu (eV) = 93.06       
# s0 (cm^-3)    = 2907.1      
# g_s0          = 3.9304      
# g_*0          = 3.383       
#t (s)         T_gam (MeV)    T_gam/T_nu     g*             gs             a              z_gam          z_nu           N(a)
7.4343607E+04  4.2072663E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.3226047E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
7.5725670E+04  4.1686938E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.3533483E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
7.7133428E+04  4.1304750E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.3843765E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
7.8567358E+04  4.0926066E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.4156917E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
8.0027947E+04  4.0550854E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.4472968E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
8.1515691E+04  4.0179081E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.4791942E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
8.3031093E+04  3.9810717E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.5113868E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
8.4574669E+04  3.9445730E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.5438772E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
8.6146942E+04  3.9084090E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.5766683E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
8.7748446E+04  3.8725764E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.6097628E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
8.9379723E+04  3.8370725E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.6431636E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
9.1041329E+04  3.8018940E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.6768733E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
9.2733826E+04  3.7670380E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.7108950E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
9.4457789E+04  3.7325016E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.7452315E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
9.6213803E+04  3.6982818E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.7798857E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
9.8002463E+04  3.6643757E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.8148606E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
9.9824377E+04  3.6307805E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.8501590E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.0168016E+05  3.5974934E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.8857841E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.0357045E+05  3.5645113E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.9217388E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.0549588E+05  3.5318317E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.9580262E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.0745711E+05  3.4994517E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.9946494E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.0945480E+05  3.4673685E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  4.0316115E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.1148963E+05  3.4355795E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  4.0689155E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.1356229E+05  3.4040819E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  4.1065647E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.1567348E+05  3.3728731E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  4.1445623E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.1782392E+05  3.3419504E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  4.1829114E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.2001434E+05  3.3113112E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  4.2216154E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.2224549E+05  3.2809529E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  4.2606776E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.2451811E+05  3.2508730E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  4.3001011E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.2683299E+05  3.2210688E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  4.3398895E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.2919091E+05  3.1915379E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  4.3800460E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.3159266E+05  3.1622777E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  4.4205741E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.3403906E+05  3.1332857E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  4.4614771E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.3653095E+05  3.1045596E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  4.5027587E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.3906916E+05  3.0760968E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  4.5444222E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.4165456E+05  3.0478950E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  4.5864712E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.4428803E+05  3.0199517E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  4.6289093E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.4697045E+05  2.9922646E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  4.6717401E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.4970275E+05  2.9648314E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  4.7149671E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.5248585E+05  2.9376497E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  4.7585942E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.5532068E+05  2.9107171E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  4.8026249E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.5820822E+05  2.8840315E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  4.8470631E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.6114944E+05  2.8575905E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  4.8919124E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.6414535E+05  2.8313920E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  4.9371767E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.6719695E+05  2.8054336E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  4.9828598E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.7030529E+05  2.7797133E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  5.0289657E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.7347141E+05  2.7542287E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  5.0754981E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.7669640E+05  2.7289778E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  5.1224611E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.7998134E+05  2.7039584E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  5.1698587E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.8332735E+05  2.6791683E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  5.2176948E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.8673558E+05  2.6546056E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  5.2659735E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.9020716E+05  2.6302680E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  5.3146990E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.9374329E+05  2.6061535E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  5.3638753E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.9734516E+05  2.5822602E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  5.4135066E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.0101399E+05  2.5585859E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  5.4635972E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.0475103E+05  2.5351286E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  5.5141512E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.0855755E+05  2.5118864E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  5.5651730E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.1243484E+05  2.4888573E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  5.6166669E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.1638421E+05  2.4660393E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  5.6686373E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.2040701E+05  2.4434306E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  5.7210886E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.2450459E+05  2.4210290E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  5.7740251E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.2867836E+05  2.3988329E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  5.8274515E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.3292972E+05  2.3768403E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  5.8813723E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.3726012E+05  2.3550493E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  5.9357919E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.4167103E+05  2.3334581E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  5.9907151E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.4616394E+05  2.3120648E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  6.0461466E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.5074038E+05  2.2908677E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  6.1020909E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.5540191E+05  2.2698649E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  6.1585528E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.6015009E+05  2.2490546E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  6.2155372E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.6498656E+05  2.2284351E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  6.2730489E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.6991294E+05  2.2080047E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  6.3310927E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.7493091E+05  2.1877616E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  6.3896735E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.8004216E+05  2.1677041E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  6.4487965E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.8524845E+05  2.1478305E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  6.5084664E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.9055152E+05  2.1281390E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  6.5686885E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.9595319E+05  2.1086281E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  6.6294679E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.0145529E+05  2.0892961E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  6.6908096E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.0705967E+05  2.0701413E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  6.7527189E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.1276825E+05  2.0511622E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  6.8152010E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.1858295E+05  2.0323570E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  6.8782613E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.2450576E+05  2.0137242E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  6.9419051E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.3053869E+05  1.9952623E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  7.0061377E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.3668378E+05  1.9769696E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  7.0709647E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.4294312E+05  1.9588447E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  7.1363915E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.4931882E+05  1.9408859E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  7.2024238E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.5581306E+05  1.9230917E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  7.2690670E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.6242803E+05  1.9054607E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  7.3363268E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.6916598E+05  1.8879913E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  7.4042090E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.7602921E+05  1.8706821E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  7.4727193E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.8302002E+05  1.8535316E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  7.5418635E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.9014081E+05  1.8365383E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  7.6116475E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.9739398E+05  1.8197009E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  7.6820772E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.0478200E+05  1.8030177E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  7.7531586E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.1230737E+05  1.7864876E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  7.8248977E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.1997265E+05  1.7701090E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  7.8973006E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.2778043E+05  1.7538805E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  7.9703734E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.3573338E+05  1.7378008E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  8.0441224E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.4383418E+05  1.7218686E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  8.1185537E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.5208558E+05  1.7060824E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  8.1936738E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.6049039E+05  1.6904409E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  8.2694889E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.6905146E+05  1.6749429E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  8.3460056E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.7777169E+05  1.6595869E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  8.4232302E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.8665404E+05  1.6443717E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  8.5011694E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.9570153E+05  1.6292960E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  8.5798297E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
5.0491722E+05  1.6143586E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  8.6592179E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
5.1430424E+05  1.5995580E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  8.7393407E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
5.2386578E+05  1.5848932E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  8.8202048E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
5.3360509E+05  1.5703628E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  8.9018172E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
5.4352548E+05  1.5559656E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  8.9841847E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
5.5363029E+05  1.5417005E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  9.0673143E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
5.6392295E+05  1.5275661E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  9.1512131E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
5.7440698E+05  1.5135612E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  9.2358883E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
5.8508592E+05  1.4996848E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  9.3213469E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
5.9596340E+05  1.4859356E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  9.4075962E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
6.0704310E+05  1.4723125E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  9.4946437E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
6.1832878E+05  1.4588143E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  9.5824965E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
6.2982428E+05  1.4454398E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  9.6711623E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
6.4153351E+05  1.4321879E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  9.7606484E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
6.5346042E+05  1.4190575E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  9.8509626E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
6.6560907E+05  1.4060475E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  9.9421124E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
6.7798358E+05  1.3931568E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.0034106E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
6.9058814E+05  1.3803843E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.0126950E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
7.0342705E+05  1.3677288E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.0220654E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
7.1650464E+05  1.3551894E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.0315224E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
7.2982537E+05  1.3427650E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.0410670E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
7.4339375E+05  1.3304544E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.0506998E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
7.5721438E+05  1.3182567E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.0604219E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
7.7129196E+05  1.3061709E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.0702338E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
7.8563125E+05  1.2941958E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.0801366E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
8.0023714E+05  1.2823306E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.0901310E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
8.1511457E+05  1.2705741E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.1002178E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
8.3026859E+05  1.2589254E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.1103980E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
8.4570433E+05  1.2473835E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.1206724E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
8.6142708E+05  1.2359474E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.1310418E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
8.7744212E+05  1.2246162E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.1415072E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
8.9375492E+05  1.2133889E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.1520695E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
9.1037100E+05  1.2022644E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.1627294E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
9.2729597E+05  1.1912420E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.1734880E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
9.4453561E+05  1.1803206E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.1843462E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
9.6209576E+05  1.1694994E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.1953048E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
9.7998237E+05  1.1587774E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.2063648E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
9.9820151E+05  1.1481536E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.2175272E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.0167594E+06  1.1376273E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.2287928E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.0356623E+06  1.1271975E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.2401627E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.0549166E+06  1.1168632E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.2516378E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.0745289E+06  1.1066238E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.2632191E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.0945058E+06  1.0964782E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.2749075E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.1148540E+06  1.0864256E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.2867041E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.1355806E+06  1.0764652E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.2986098E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.1566926E+06  1.0665961E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.3106257E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.1781970E+06  1.0568175E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.3227527E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.2001012E+06  1.0471285E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.3349920E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.2224127E+06  1.0375284E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.3473445E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.2451389E+06  1.0280163E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.3598114E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.2682877E+06  1.0185914E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.3723936E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.2918668E+06  1.0092529E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.3850922E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.3158844E+06  1.0000000E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.3979083E+03  1.3979083E+00  1.0014857E+00  0.0000000E+00  
