# interacting QED pressure, [p^{(n)}] = MeV^4 (n = order of perturbative correction)
# results from Escudero, Jackson, Laine and Sandner ArXiv:2511.XXXXX with me = 0.51099895 MeV, alpha = 1/137.035999084
# columns: T_ga [MeV],   p^{(0)},   p^{(2)non-log},   p^{(2)log},   p^{(3)},   p^{(4)},   p^{(5)}
 5.384208468199e-01   +4.558975827895e-02   -8.5275e-05   +2.6254e-06   +9.7542e-06   -2.5399e-07   -3.1538e-08
 5.389050021751e-01   +4.576170235776e-02   -8.5632e-05   +2.6338e-06   +9.7927e-06   -2.5502e-07   -3.1631e-08
 5.393895928894e-01   +4.593428363774e-02   -8.5991e-05   +2.6422e-06   +9.8315e-06   -2.5607e-07   -3.1724e-08
 5.398746193542e-01   +4.610750445031e-02   -8.6351e-05   +2.6506e-06   +9.8703e-06   -2.5711e-07   -3.1817e-08
 5.403600819615e-01   +4.628136713536e-02   -8.6713e-05   +2.6590e-06   +9.9093e-06   -2.5817e-07   -3.1911e-08
 5.408459811033e-01   +4.645587404124e-02   -8.7076e-05   +2.6675e-06   +9.9484e-06   -2.5922e-07   -3.2004e-08
 5.413323171723e-01   +4.663102752487e-02   -8.7441e-05   +2.6760e-06   +9.9877e-06   -2.6028e-07   -3.2098e-08
 5.418190905612e-01   +4.680682995169e-02   -8.7807e-05   +2.6845e-06   +1.0027e-05   -2.6135e-07   -3.2193e-08
 5.423063016634e-01   +4.698328369574e-02   -8.8175e-05   +2.6930e-06   +1.0067e-05   -2.6241e-07   -3.2287e-08
 5.427939508725e-01   +4.716039113970e-02   -8.8544e-05   +2.7015e-06   +1.0107e-05   -2.6349e-07   -3.2382e-08
 5.432820385824e-01   +4.733815467485e-02   -8.8914e-05   +2.7101e-06   +1.0146e-05   -2.6456e-07   -3.2477e-08
 5.437705651874e-01   +4.751657670120e-02   -8.9287e-05   +2.7187e-06   +1.0186e-05   -2.6565e-07   -3.2572e-08
 5.442595310822e-01   +4.769565962744e-02   -8.9660e-05   +2.7273e-06   +1.0227e-05   -2.6673e-07   -3.2667e-08
 5.447489366617e-01   +4.787540587102e-02   -9.0035e-05   +2.7360e-06   +1.0267e-05   -2.6782e-07   -3.2763e-08
 5.452387823215e-01   +4.805581785816e-02   -9.0412e-05   +2.7446e-06   +1.0308e-05   -2.6892e-07   -3.2859e-08
 5.457290684571e-01   +4.823689802388e-02   -9.0790e-05   +2.7533e-06   +1.0348e-05   -2.7002e-07   -3.2955e-08
 5.462197954647e-01   +4.841864881205e-02   -9.1169e-05   +2.7620e-06   +1.0389e-05   -2.7112e-07   -3.3052e-08
 5.467109637406e-01   +4.860107267539e-02   -9.1550e-05   +2.7708e-06   +1.0430e-05   -2.7223e-07   -3.3148e-08
 5.472025736818e-01   +4.878417207556e-02   -9.1933e-05   +2.7795e-06   +1.0471e-05   -2.7335e-07   -3.3245e-08
 5.476946256853e-01   +4.896794948312e-02   -9.2317e-05   +2.7883e-06   +1.0512e-05   -2.7447e-07   -3.3343e-08
 5.481871201487e-01   +4.915240737761e-02   -9.2703e-05   +2.7971e-06   +1.0554e-05   -2.7559e-07   -3.3440e-08
 5.486800574699e-01   +4.933754824758e-02   -9.3090e-05   +2.8059e-06   +1.0595e-05   -2.7672e-07   -3.3538e-08
 5.491734380469e-01   +4.952337459058e-02   -9.3479e-05   +2.8148e-06   +1.0637e-05   -2.7785e-07   -3.3636e-08
 5.496672622785e-01   +4.970988891325e-02   -9.3869e-05   +2.8237e-06   +1.0679e-05   -2.7899e-07   -3.3734e-08
 5.501615305636e-01   +4.989709373134e-02   -9.4261e-05   +2.8326e-06   +1.0721e-05   -2.8013e-07   -3.3833e-08
 5.506562433014e-01   +5.008499156970e-02   -9.4655e-05   +2.8415e-06   +1.0763e-05   -2.8128e-07   -3.3931e-08
 5.511514008917e-01   +5.027358496235e-02   -9.5050e-05   +2.8505e-06   +1.0806e-05   -2.8243e-07   -3.4030e-08
 5.516470037344e-01   +5.046287645252e-02   -9.5447e-05   +2.8594e-06   +1.0848e-05   -2.8358e-07   -3.4130e-08
 5.521430522300e-01   +5.065286859267e-02   -9.5845e-05   +2.8684e-06   +1.0891e-05   -2.8475e-07   -3.4229e-08
 5.526395467791e-01   +5.084356394451e-02   -9.6245e-05   +2.8774e-06   +1.0934e-05   -2.8591e-07   -3.4329e-08
 5.531364877828e-01   +5.103496507904e-02   -9.6646e-05   +2.8865e-06   +1.0977e-05   -2.8708e-07   -3.4429e-08
 5.536338756427e-01   +5.122707457662e-02   -9.7049e-05   +2.8956e-06   +1.1020e-05   -2.8826e-07   -3.4529e-08
 5.541317107605e-01   +5.141989502695e-02   -9.7454e-05   +2.9047e-06   +1.1064e-05   -2.8944e-07   -3.4630e-08
 5.546299935384e-01   +5.161342902914e-02   -9.7860e-05   +2.9138e-06   +1.1107e-05   -2.9063e-07   -3.4731e-08
 5.551287243790e-01   +5.180767919171e-02   -9.8268e-05   +2.9229e-06   +1.1151e-05   -2.9182e-07   -3.4832e-08
 5.556279036852e-01   +5.200264813267e-02   -9.8678e-05   +2.9321e-06   +1.1195e-05   -2.9301e-07   -3.4933e-08
 5.561275318601e-01   +5.219833847952e-02   -9.9089e-05   +2.9413e-06   +1.1239e-05   -2.9421e-07   -3.5035e-08
 5.566276093076e-01   +5.239475286930e-02   -9.9502e-05   +2.9505e-06   +1.1283e-05   -2.9542e-07   -3.5137e-08
 5.571281364314e-01   +5.259189394861e-02   -9.9916e-05   +2.9597e-06   +1.1327e-05   -2.9663e-07   -3.5239e-08
 5.576291136361e-01   +5.278976437366e-02   -1.0033e-04   +2.9690e-06   +1.1372e-05   -2.9784e-07   -3.5341e-08
 5.581305413263e-01   +5.298836681029e-02   -1.0075e-04   +2.9783e-06   +1.1416e-05   -2.9906e-07   -3.5444e-08
 5.586324199071e-01   +5.318770393403e-02   -1.0117e-04   +2.9876e-06   +1.1461e-05   -3.0029e-07   -3.5547e-08
 5.591347497840e-01   +5.338777843011e-02   -1.0159e-04   +2.9970e-06   +1.1506e-05   -3.0152e-07   -3.5650e-08
 5.596375313627e-01   +5.358859299348e-02   -1.0201e-04   +3.0063e-06   +1.1551e-05   -3.0276e-07   -3.5754e-08
 5.601407650495e-01   +5.379015032891e-02   -1.0244e-04   +3.0157e-06   +1.1597e-05   -3.0400e-07   -3.5858e-08
 5.606444512508e-01   +5.399245315094e-02   -1.0286e-04   +3.0251e-06   +1.1642e-05   -3.0524e-07   -3.5962e-08
 5.611485903736e-01   +5.419550418400e-02   -1.0329e-04   +3.0346e-06   +1.1688e-05   -3.0650e-07   -3.6066e-08
 5.616531828252e-01   +5.439930616238e-02   -1.0372e-04   +3.0440e-06   +1.1734e-05   -3.0775e-07   -3.6170e-08
 5.621582290132e-01   +5.460386183029e-02   -1.0415e-04   +3.0535e-06   +1.1780e-05   -3.0901e-07   -3.6275e-08
 5.626637293456e-01   +5.480917394191e-02   -1.0459e-04   +3.0630e-06   +1.1826e-05   -3.1028e-07   -3.6380e-08
 5.631696842308e-01   +5.501524526140e-02   -1.0502e-04   +3.0726e-06   +1.1873e-05   -3.1155e-07   -3.6486e-08
 5.636760940775e-01   +5.522207856296e-02   -1.0546e-04   +3.0821e-06   +1.1919e-05   -3.1283e-07   -3.6592e-08
 5.641829592948e-01   +5.542967663084e-02   -1.0590e-04   +3.0917e-06   +1.1966e-05   -3.1411e-07   -3.6697e-08
 5.646902802923e-01   +5.563804225940e-02   -1.0634e-04   +3.1013e-06   +1.2013e-05   -3.1540e-07   -3.6804e-08
 5.651980574797e-01   +5.584717825313e-02   -1.0678e-04   +3.1110e-06   +1.2060e-05   -3.1670e-07   -3.6910e-08
 5.657062912672e-01   +5.605708742671e-02   -1.0722e-04   +3.1206e-06   +1.2108e-05   -3.1799e-07   -3.7017e-08
 5.662149820655e-01   +5.626777260502e-02   -1.0767e-04   +3.1304e-06   +1.2155e-05   -3.1930e-07   -3.7124e-08
 5.667241302855e-01   +5.647923662318e-02   -1.0811e-04   +3.1401e-06   +1.2203e-05   -3.2061e-07   -3.7231e-08
 5.672337363385e-01   +5.669148232662e-02   -1.0856e-04   +3.1498e-06   +1.2250e-05   -3.2192e-07   -3.7339e-08
 5.677438006361e-01   +5.690451257106e-02   -1.0901e-04   +3.1596e-06   +1.2298e-05   -3.2325e-07   -3.7447e-08
 5.682543235906e-01   +5.711833022260e-02   -1.0947e-04   +3.1694e-06   +1.2347e-05   -3.2457e-07   -3.7555e-08
 5.687653056142e-01   +5.733293815773e-02   -1.0992e-04   +3.1792e-06   +1.2395e-05   -3.2590e-07   -3.7663e-08
 5.692767471199e-01   +5.754833926338e-02   -1.1038e-04   +3.1890e-06   +1.2444e-05   -3.2724e-07   -3.7772e-08
 5.697886485206e-01   +5.776453643695e-02   -1.1084e-04   +3.1989e-06   +1.2492e-05   -3.2858e-07   -3.7881e-08
 5.703010102301e-01   +5.798153258635e-02   -1.1129e-04   +3.2088e-06   +1.2541e-05   -3.2993e-07   -3.7990e-08
 5.708138326623e-01   +5.819933063003e-02   -1.1176e-04   +3.2187e-06   +1.2590e-05   -3.3129e-07   -3.8100e-08
 5.713271162313e-01   +5.841793349703e-02   -1.1222e-04   +3.2287e-06   +1.2640e-05   -3.3265e-07   -3.8210e-08
 5.718408613519e-01   +5.863734412702e-02   -1.1268e-04   +3.2387e-06   +1.2689e-05   -3.3401e-07   -3.8320e-08
 5.723550684391e-01   +5.885756547033e-02   -1.1315e-04   +3.2487e-06   +1.2739e-05   -3.3538e-07   -3.8430e-08
 5.728697379084e-01   +5.907860048799e-02   -1.1362e-04   +3.2587e-06   +1.2789e-05   -3.3676e-07   -3.8541e-08
 5.733848701754e-01   +5.930045215177e-02   -1.1409e-04   +3.2688e-06   +1.2839e-05   -3.3814e-07   -3.8652e-08
 5.739004656564e-01   +5.952312344422e-02   -1.1456e-04   +3.2789e-06   +1.2889e-05   -3.3953e-07   -3.8763e-08
 5.744165247678e-01   +5.974661735871e-02   -1.1504e-04   +3.2890e-06   +1.2940e-05   -3.4093e-07   -3.8874e-08
 5.749330479266e-01   +5.997093689945e-02   -1.1552e-04   +3.2991e-06   +1.2990e-05   -3.4233e-07   -3.8986e-08
 5.754500355501e-01   +6.019608508157e-02   -1.1599e-04   +3.3093e-06   +1.3041e-05   -3.4373e-07   -3.9098e-08
 5.759674880559e-01   +6.042206493113e-02   -1.1647e-04   +3.3195e-06   +1.3092e-05   -3.4514e-07   -3.9211e-08
 5.764854058620e-01   +6.064887948515e-02   -1.1696e-04   +3.3297e-06   +1.3143e-05   -3.4656e-07   -3.9323e-08
 5.770037893869e-01   +6.087653179168e-02   -1.1744e-04   +3.3399e-06   +1.3195e-05   -3.4798e-07   -3.9436e-08
